content
" Shares in UK Coal have fallen after the mining group reported losses had deepened to £51.6m in 2004 from £1.2m.  The UK's biggest coal producer blamed geological problems, industrial action and ""operating flaws"" at its deep mines for its worsening fortunes. The South Yorkshire company, led by new chief executive Gerry Spindler, said it hoped to return to profit in 2006. In early trade on Thursday, its shares were down 10% at 119 pence. UK Coal said it was making ""significant progress"" in shaking up the business. It had introduced new wage structures, a new daily maintenance regime for machinery at its mines and methods to continue mining in adverse conditions. The company said these actions should ""significantly uplift earnings"". It expected 2005 to be a ""transitional year"" and to return to profitability in 2006.  The recent rise in coal prices has failed to benefit the company as most of its output had already been sold, it said. Total production costs were £1.30 per gigajoule, UK Coal said, but the average selling price was just £1.18 per gigajoule. ""We have a long journey ahead to fix these issues. We continue to make progress and great strides have already been made,"" said Mr Spindler. UK Coal operates 15 deep and surface mines across Nottinghamshire, Derbyshire, Leicestershire, Yorkshire, the West Midlands, Northumberland and Durham. "
" South Korea's Hyundai Motor has announced that it plans to build a second plant in India to meet the country's growing demand for cars.  The company didn't give details of its investment but it said the new plant would produce 150,000 cars a year. This will boost the annual production capacity of the company - India's second-largest car manufacturer - to 400,000 units. Hyundai expects its sales in India to grow 16% to 250,000 in 2005. By 2010, it expects to nearly double sales to 400,000 cars. The new plant will be built close to the existing one in Chennai, in the southern province of Tamil Nadu.  South Korea's top car maker estimates that the Indian market will grow 15% this year, to 920,000 vehicles, reaching 1.6 million vehicles by 2010. Demand in India has been driven by the poor state of public transport and the very low level of car ownership, analysts said. Figures show that currently only eight people per thousand are car owners. ""We desperately need to expand our production in order to meet growing demand in the Indian auto market, which is growing over 12 percent every year, and to top our competitors,"" chairman Chung Mong-koo said in the statement. He said the company plans to use India as a base for exports to Europe, Latin America and the Middle East. The company - which controls half of the South Korean's market - aims to become a global top five auto maker by 2010. "
" A prescription cannabis drug made by UK biotech firm GW Pharmaceuticals is set to be approved in Canada.  The drug is used to treat the central nervous system and alleviate the symptoms of multiple sclerosis (MS). A few weeks ago, shares in GW Pharma lost a third of their value after UK regulators said they wanted more evidence about the drug's benefits. But now Canadian authorities have said the Sativex drug will be considered for approval.  Approximately 50,000 people in Canada have been diagnosed with MS and 85,000 people are suffering from the condition in the UK. Many patients already smoke cannabis to relieve their symptoms.  Now, GW Pharma's Sativex mouth spray could be legally available to MS sufferers in Canada within the next few months. This will be the first time a cannabis-based drug has been approved anywhere in the world, representing a landmark for GW Pharma and for patients with MS. Final approval in Canada should now be little more than a formality, analysts said, and the company expects full approval for Sativex early in 2005. ""We are delighted to receive this qualifying notice from Health Canada and look forward to receiving regulatory approval for Sativex in Canada in the early part of 2005,"" said GW Pharma executive chairman Dr Geoffrey Guy.  The UK government granted GW Pharma a licence to grow the cannabis plant for medical research purposes. Satifex consists of a cannabis extract containing tetrahydrocannabinol and cannabidiol, a cocktail that has also proved effective in treating patients with arthritis. Thousands of plants are grown at a secret location somewhere in the English countryside. Despite hopes of regulatory approval last year, a series of delays has put back Sativex's launch in the UK. The latest news sent shares in GW Pharma up 8.5p, or 8.1%, to 113.5p. "
" Bath prop Duncan Bell has been added to England's 30-man squad to face Ireland in the RBS Six Nations.  And with Phil Vickery sidelined for at least six weeks with a broken arm and Julian White out with a neck injury, Bell could make his England debut. Bell, 30, had set his sights on an international career with Wales. But last December, the International Rugby Board confirmed that he could only be eligible for England as he had travelled on tour with them in 1998. England coach Andy Robinson could take a gamble and call inexperienced Sale Sharks prop Andrew Sheridan into his front row. But Sheridan favours the loosehead side of the scrum and a more likely scenario is for uncapped Bell - who was among the tryscorers when England A beat France A 30-20 nine days ago - to be drafted in. Robinson also has an injury worry over centre Olly Barkley, who withdrew from Bath's starting line-up to face Gloucester last weekend.  He was due to have a hospital scan on Monday, while Gloucester centre Henry Paul, who started at fly-half against Bath, limped out at Kingsholm because of an ankle problem. Despite Barkley's three missed penalties in the 18-17 defeat against France, he is expected to retain his place at inside centre, although Leicester's in-form prospect Ollie Smith would be an obvious replacement. Bath coach John Connolly rates Barkley as no better than a 50/50 chance to make the Dublin trip. Uncapped fly-half Andy Goode has been named in a 30-man training squad for the Ireland game, and he strengthened his selection claims by kicking 28 points during Leicester's record 83-10 win against Newcastle on Sunday. England's players are due to meet at their Surrey training base on Monday. "
" Japanese communications firm Softbank has widened losses after heavy spending on a new cut-rate phone service.  The service, launched in December and dubbed ""Otoku"" or ""bargain"", has had almost 900,000 orders, Softbank said. The firm, a market leader in high-speed internet, had an operating loss for the three months to December of 7.5bn yen ($71.5m; £38.4m). But without the Otoku marketing spend it would have made a profit - and expects to move into the black in 2006. The firm did not give a figure for the extent of profits it expected to make next year. It was born in the 1990s tech boom, investing widely and becoming a fast-rising star, till the end of the tech bubble hit it hard. Its recent return to a high profile came with the purchase of Japan Telecom, the country's third-biggest fixed-line telecoms firm. The acquisition spurred its broadband internet division to pole position in the Japanese market, with more than 5.1 million subscribers at the end of December. "
" Model Caprice and Holby City actor Jeremy Edwards have both left the Celebrity Big Brother house in a surprise double eviction on Friday.  Caprice, who left in the scheduled fourth eviction having gained just 5% of the public vote, afterwards said: ""I am so happy, I am so glad I'm out."" Edwards then left in a surprise eviction, with 12% of the vote. Nineteen-year-old Blazin' Squad singer Kenzie is currently favourite to win the £50,000 charity prize. Caprice had been the pre-show favourite to be voted out of the house, with bookmakers Ladbrokes offering odds of 1/5 on her departure. Ladbrokes spokesman Warren Lush had said she was ""the hottest eviction favourite so far this series"".  Odds on Kenzie's victory have been slashed from 4/6 to 1/2, although bookmakers have said they are not ruling out a late rally from former Happy Mondays star Bez. The other remaining housemate is actress Brigitte Nielsen. DJ Lisa I'Anson became the third housemate to be voted out on Wednesday when she became the victim of a surprise eviction during a game of hide-and-seek on the Channel 4 show. I'Anson said she was ""glad to be out"" and predicted that Kenzie would emerge as the winner. The winner is due to be announced on Sunday night. "
" Japanese brewers are increasingly making money from beer-flavoured drinks rather than beer itself  Beer and spirits are heavily taxed in Japan, driving breweries to search for alternatives. Japan's long economic downturn helped drive the trend, as drinkers looked for cheaper opportunities to drown their sorrows. Now, according to Asahi Breweries, the market for so-called ""beer-like"" drinks is set to grow 84% this year.  Asahi is predicting profits to rise 50% in 2005 as it launches a drink based on soybean peptides rather than malt. The chosen name, ""Shinnama"" or ""new draft"", disguises its non-beer nature. But despite a record profit in 2004 of 30.6bn yen ($291m; £154m), up 31.8% on the previous year, Asahi is coming late to the market. Key rival Sapporo is already well-established with the beer-flavoured ""Draft One"". Suntory, meanwhile, is doing well with ""Super Blue"", which combines happoshu - an existing low-cost beer alternative made with malt and seawater - and shochu, a distilled alcohol derived from sweet potatoes or barley. Happoshu has been a mainstay of brewery profits for years, taking over from beer thanks to its low tax and therefore low cost. Kirin, the fourth big name, is launching its own ""third-type"" drink in April. "
" The inclusion of downloaded music in the official singles chart has been delayed for a month.  The British Phonographic Industry (BPI) had planned to include download formats in the chart from 20 March. But the date has been put back to 17 April to create a ""level playing field"" for independent labels. The BPI is concerned that independent repertoire is not adequately represented online and said they were looking at ways of rectifying it.  BPI chairman Peter Jamieson said: ""The inclusion of download formats in the Official UK Singles Chart is the most significant development in the charts for 20 years.  ""But for a multitude of reasons the current chart representation of independent repertoire at the major download outlets is poor. ""I am very pleased we have secured this delay on behalf of independents. We have to try and establish a realistic 'level playing field' of opportunity. The Official UK Charts are run by The Official UK Charts Company (OCC) - a joint venture between the BPI and the British Association of Record Dealers (BARD). At an OCC board meeting on Wednesday, the OCC board agreed with BPI members that the 20 March start date be postponed. Download formats will now be included in the Official UK Singles Chart for the first time in the chart published on 17 April - the sales week beginning 10 April. The US has already merged downloaded singles into its Billboard Hot 100 chart. "
" Motley Crue guitarist Mick Mars is being sued by his ex-girlfriend for $10 million (£5.4 million), claiming he broke a promise to take care of her.  The woman, Robin Mantooth, said Mars promised her repeatedly that he would provide financial support in the event of the couple breaking up. When they split in December, Mantooth says Mars denied any such agreement. She is asking a Los Angeles court to award her half the musician's property, a monthly allowance and damages. Mantooth added that the pair became lovers in 1990, after which she abandoned her career as a documentary film-maker to move in with the guitarist at his Malibu home.  She is also claiming that Mars, 53, has failed to provide her with any material support since they ceased to be a couple. Motley Crue recently reunited after being apart for a period of five years. They originally formed in the early 1980s and scored six hits in the UK, including Girls Girls Girls in 1987. They are embarking on a world tour later this year which will take in 60 cities across the US, Europe, Asia and Australia. Mars - real name Bob Allen Deal - underwent hip replacement surgery in October. He suffers from a degenerative rheumatic disease which causes ligaments and tendons to attach to the bone. "
" Rafael Nadal continued his run of fine form to beat Guillermo Canas and reach the Mexican Open semis in Acapulco.  Eighth seed Nadal, who picked up his second ATP title when he beat Alberto Martin in last week's Brazil Open, saw off the Argentine third seed 7-5 6-3. He now meets Argentine wild card Mariano Puerta, who followed up his win over top seed Carlos Moya by overcoming Spain's Felix Mantilla, 6-4 3-6 7-6. Czech fifth seed Czech Jiri Novak was eliminated 7-5 6-1 by Agustin Calleri. The unseeded Argentine, who won the tournament two years ago, now plays Spain's Albert Montanes. Montanes advanced to his first semi-final of the year with a 4-6 6-3 6-4 triumph over sixth-seeded Italian Filippo Volandri. Argentina's Agustin Calleri beat fourth seed Jiri Novak 7-5 6-1 in a battle of former champions at the Mexican Open. Calleri won his only ATP title in Acapulco two years ago while Novak won the singles and doubles titles in 1998. Calleri will face Albert Montanes in the semi-finals after the Spaniard ousted sixth seed Filippo Volandri of Italy 4-6 6-3 6-4. Argentine wild card Mariano Puerta continued his improbable run, outlasting Felix Mantilla 6-4 3-6 7-6. "
" The owner of the technology-dominated Nasdaq stock index plans to sell shares to the public and list itself on the market it operates.  According to a registration document filed with the Securities and Exchange Commission, Nasdaq Stock Market plans to raise $100m (£52m) from the sale. Some observers see this as another step closer to a full public listing. However Nasdaq, an icon of the 1990s technology boom, recently poured cold water on those suggestions.  The company first sold shares in private placements during 2000 and 2001. It technically went public in 2002 when the stock started trading on the OTC Bulletin Board, which lists equities that trade only occasionally. Nasdaq will not make money from the sale, only investors who bought shares in the private placings, the filing documents said. The Nasdaq is made up shares in technology firms and other companies with high growth potential. It was the most potent symbol of the 1990s internet and telecoms boom, nose-diving after the bubble burst. A recovery in the fortunes of tech giants such as Intel, and dot.com survivors such as Amazon has helped revive its fortunes. "
" Little Britain stars Matt Lucas and David Walliams have been named the most powerful people in TV comedy, in a poll by listings magazine Radio Times.  The duo kept Phoenix Nights creator Peter Kay at number two and The Office star Ricky Gervais in third place. A Radio Times panel compiled the list, taking the comedians' critical acclaim and financial success into account. Newcomers to the annual list included Nighty Night star Julia Davis at seven and Black Books' Tamsin Greig at 19.  Lucas and Walliams won numerous awards for Little Britain in 2004, including National Television, Royal Television Society and British Comedy awards. More than 1.8 million people watched the first episode of the latest series of Little Britain on BBC Three in October, giving the digital channel its highest rating ever.  They topped the Radio Times list after rising from 10th position last year. Other big risers over the past year included presenting duo Ant and Dec at five, up from 13 in 2004, Stephen Fry rising nine places to 15 and BBC Three controller Stuart Murphy, who moves to number 18 from 32 last year. Last year's winner, chat show host Graham Norton, fell to number 16 following relatively few television appearances in 2004. Production companies also featured in the top 50, including Steve Coogan's Baby Cow, which created Nighty Night among others, Hat Trick - behind The Kumars at Number 42 - and The Vicar of Dibley production company Tiger Aspect. "
" Actor Bruce Willis is suing Revolution Studios over an injury he said he suffered while making Tears of the Sun.  Willis is seeking medical expenses after he said he was hit in the head by a firework during the filming of the 2002 movie, produced by the firm. The lawsuit said the star has endured mental and physical injuries as a result of the alleged incident. ""We are not able to comment on pending litigation,"" Revolution Studios spokesman Sean Dudas said.  In Tears of the Sun Willis plays a US military commander who disobeys orders to try and help save a doctor and patients trapped in the Nigerian jungle. Directed by Antoine Fuqua, the film was poorly received by critics and did not perform strongly at the box office. According to the lawsuit, the injury was suffered during the firing of explosions as part of a special effect. The explosions, known as squibs, were intended to ""simulate the appearance of bullets striking the ground"". The lawsuit said Willis has endured ""extreme mental, physical and emotional pain and suffering."" There were no specific details on the injuries. While Willis does not seek specific monetary damages, the lawsuit noted that the star ""was required to and did employ physicians and other medical personnel"". It stated he will incur additional future medical expenses. The lawsuit said Revolution Studios and special effects foreman Joe Pancake ""had a duty to Willis to ensure that the squibs were inspected, set up, placed and detonated in a safe manner, and to employ technicians who were trained and competent in their use"". "
" Greek sprinter Kostas Kenteris has denied claims that he faked a motorbike crash to avoid a doping test days before the start of the Olympics.  Kenteris and fellow sprinter Katerina Thanou are set to learn if they will face criminal charges this week. Part of the investigation has centred on whether they staged the crash. Kenteris insisted: ""The accident happened. I went crazy when I found out I had supposedly missed a test and I wanted to rush to the Olympic village."" Kenteris, speaking on Greece's Alter Television station, also claimed that he asked to be tested for banned substances in hospital after the crash. ""I told the hospital, which was an Olympics-accredited hospital, to call the IOC and have me tested on the spot but no-one came.""  After a drama which dominated newspaper headlines in Greece as Athens prepared for the start of the Athens Games, Kenteris and Thanou eventually withdrew. But Kenteris has continually protested his innocence - and on Sunday blamed Greek Olympic Committee officials and his former coach Christos Tzekos for failing to inform him of the test. The 31-year-old insisted he will be happy if he is charged so he can clear his name. ""If a decision is taken to have charges filed against me, I will accept it gladly. ""A prosecution means that the case will be cleared... I want to go to the end and then we'll see who's right and who isn't."" Kenteris, a Greek hero after winning gold in the 200m at the 2000 Olympics in Sydney, also confirmed that he was due to light the flame at the Athens opening ceremony. ""I had even rehearsed lighting the cauldron,"" he said. "
" Fans who buy tickets for this year's Glastonbury festival will be issued with photo ID cards in an attempt to beat touts, it has been confirmed.  The cards will include a photograph of the ticket-holder plus an electronic chip with their details to prevent tickets being sold on or forged. Tickets for the June event are expected to go on sale in April. ""There is only one place in the world where you will be able to get tickets,"" festival organiser Michael Eavis said. ""That will be the official source. If you get them anywhere else, you won't get in."" Fans not wanting to carry the entrance card could present their passport or driving licence instead, he added.  More than 153,000 people are expected to travel to Mr Eavis' Somerset farm from 24-26 June, but the event's rising popularity has meant an extremely high demand for tickets in recent years. When the ID card idea was floated, Mr Eavis' daughter Emily said it would be ""quite a big step in terms of ticketing for events"" if implemented and they were ""going as far as we can"" to cut touting. ""As long as it's approached in the right way, it might really work, it might really change the system,"" she said. In 2004, all 112,000 tickets for the public sold out in 24 hours. They were personalised with the names of purchasers, who were asked to bring identification, such as a driving licence, passport or household bill. But some forgot to take the right information while some touts simply offered to supply their own bills along with the ticket bearing their name. No details of this year's line-up have been confirmed but rumours have suggested U2 and Coldplay may be among the headliners. "
" The government has denied reports that Gordon Brown is preparing to oust Alan Milburn as Labour's election supremo.  Work and pensions minister Alan Johnson said it was wrong to suggest the chancellor would usurp Mr Milburn, adding they would ""work as a team"". A report in the Sunday Business claimed Mr Brown has been asked to take charge of media strategy, while Mr Milburn would move to a behind-the-scenes role. Labour has always maintained Mr Brown would have a central campaign role.  But many Labour backbenchers are said to be dissatisfied with the way election campaigning has gone and have said they wanted to see the chancellor take a bigger role. Some commentators say the Tories have grasped the initiative, putting Labour on the back foot, having to respond to Conservative policy announcements. These claims follow various opinion polls which suggest the Tories have been gaining on Labour. Party strategists are believed to want to bring Mr Brown to centre-stage having seen support rise, in private polling, after his Budget last week. But another report in the Sunday Telegraph claims Mr Milburn is unwilling to allow any new role for the chancellor to come at his expense. Mr Johnson told BBC News: ""Gordon Brown will play a central role in any election campaign. ""They were wrong when they said Milburn was ousting Brown and they're wrong now if they are saying Brown is ousting Milburn. We work as a team."" Mr Milburn has repeatedly said the chancellor was key to the campaign and dismissed claims of a rift. Neither Downing Street nor the Labour Party would comment directly on the reports. "
" Carlos Moya became the first man to successfully defend the Chennai Open title by beating four-times finalist Paradorn Srichaphan 3-6 6-4 7-6 (7/5).  The Spaniard then donated his £28,000 prize money to relief efforts for the victims of the Asian tsunami. The final was close throughout, with Thai second seed Srichaphan - the 2003 winner - closing out the first set. But Moya took the second set, before bouncing back from 5-2 down in the decider to force and win a tie-break. Moya confirmed afterwards: ""I'm donating my prize money from this tournament for the tsunami victims, hoping it makes some difference to their lives. His contribution follows pledges by four other players to donate their prize money from the tournament, which went ahead after the 26 December disaster which has so far claimed at least 150,000 lives. Scrichapan said he would donate an unspecified amount for relief work in Thailand, where more than 5,000 people were killed. The ATP has announced that it would contribute the US$25,000 tournament fee to Unicef's emergency relief fund in Tamil Nadu. The ATP Tour's sponsor, Mercedes, said it would also contribute, increasing the ATP donation to US$40,000. "
" Organisers say this year's Berlin Film Festival, which opens on Thursday with period epic Man to Man, will celebrate a revitalised European cinema.  Of the 21 films in competition for the Golden and Silver Bear awards, more than half are from Europe with France particularly well represented. Festival director Dieter Kosslick says this strong showing signals ""a new consciousness for European films"". ""They're on an incredible winning streak,"" he told the Reuters agency. ""This isn't to say there aren't any good American films,"" he continued. ""It's just that there are more good European films.""  However, Mr Kosslick refused to accept that widespread opposition to the Iraq war had turned audiences against Hollywood imports. ""There is no anti-American mood,"" he said. Some 350 films will be screened at this year's festival, with a further 300 shown at the European Film Market that runs alongside it. More than a dozen celebrities are scheduled to attend, among them Will Smith, Kevin Spacey and Keanu Reeves. But Mr Kosslick says more would be coming had the Academy Awards not been brought forward to 27 February. ""I'm not worried that we won't be able to fill the red carpet with stars,"" he said, though he admitted the festival may be moved to January next year to avoid a similar clash. The 10-day Berlinale runs until 20 February. "
" Foreign Secretary Jack Straw will visit Auschwitz for the 60th anniversary of the former Nazi concentration camp's liberation, it has been announced.  Prince Edward will also join the UK delegation in Poland for National Holocaust Memorial Day on 27 January. Between 1.1 and 1.5 million people, mainly Jews, were killed at Auschwitz. The Tories said they were glad Mr Straw had been ""shamed"" into going, having earlier criticised the decision to send a lower-ranking official. Shadow Foreign Secretary Michael Ancram said: ""I am glad the foreign secretary has finally been shamed into representing Britain at this important act of commemoration. ""Once again this government has shown crass insensitivity until it has been forced by public opinion into doing what it should have done in the first place.""  In Britain, the Queen and Prince Philip will lead the nation's commemoration at a service in Westminster Hall, London. The Queen will also host a reception for holocaust survivors at St James's Palace. Altogether, some six million people, mainly Jews, perished in the Holocaust. The Queen's grandson, Prince Harry, sparked outrage earlier this week after photographs of him wearing a Nazi uniform at a costume party emerged. The prince, 20, apologised, but critics have called for him to go to Auschwitz for the commemoration of the Soviets' 1945 liberation of the camp. Prince Harry should see for himself ""the results of the hated symbol he so foolishly and brazenly chose to wear"", Rabbi Marvin Hier, founder of Jewish human rights group the Simon Wiesenthal Center said. "
" Top seed Roger Federer had to save two match points before squeezing past Juan Carlos Ferrero at the Dubai Open.  The world number one took two hours 15 minutes to earn his 4-6 6-3 7-6 victory, saving match points at 6-4 in the tiebreak before claiming it 8-6. Federer made a number of unforced errors early on, allowing Ferrero to take advantage and claim the first set. But the Swiss star hit back to reach the quarter-finals, where he will face seventh seed Russian Mikhail Youzhny. The Russian beat Germany's Rainer Schuettler 7-5 6-4. Federer was not unduly worried despite being taken to three sets for the third consecutive match. The world number one was forced to go the distance against Ivan Ljubicic in the Rotterdam final and against Ivo Minar in the first round in Dubai. ""I definitely had a slow start again and to come back every time is quite an effort,"" he said. ""I haven't been playing well, but I've been coming through. I'm winning the crucial points and that shows I'm on top of my game when I have to be."" "
" The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.  Do They Know It's Christmas, featuring artists including Chris Martin and Jamelia, held off Kylie Minogue to remain the week's biggest single. Next week's chart will reveal who will have the festive chart-topper Minogue's latest release I Believe in You went in at number two, pushing down Ice Cube's You Can Do It to three. Destiny's Child also slipped one place to four with Lose My Breath, followed by Girls Aloud at five with the Children in Need record I'll Stand By You.  The only other new entry in the top 10 came from Robbie Williams track Misunderstood, a new track written for his Greatest Hits album. There were no new releases in the entire top 40 album charts as record companies put out all the big releases early hoping to cash in on the lucrative Christmas market. U2's How to Dismantle a Bomb remains at number one for a third week in a row, followed by Williams' Greatest Hits. Opera band Il Divo have moved up one place with their eponymous album to number three. Maroon 5's album Songs About Jane has moved up to number seven despite being released 47 weeks ago. And the Abba Gold greatest hits album has crept back into the top 40 more than nine years after it was first released. "
" US rapper Snoop Dogg has been sued for $25m (£13m) by a make-up artist who claimed he and his entourage drugged and raped her two years ago.  The woman said she was assaulted after a recording of the Jimmy Kimmel Live TV show on the ABC network in 2003. The rapper's spokesman said the allegations were ""untrue"" and the woman was ""misusing the legal system as a means of extracting financial gain"". ABC said the claims had ""no merit"". The star has not been charged by police.  The lawsuit, filed in Los Angeles on Friday, says the woman's champagne was spiked and she was then assaulted. The rapper's spokesperson said: ""Snoop will have the opportunity to prove in a court of law that [the alleged victim] is opportunistic and deceitful. ""We are confident that in this case, [the alleged victim's] claims against Snoop Dogg will be rejected."" The lawsuit names Snoop Dogg - real name Calvin Broadus - plus three associates, The Walt Disney Company and its parent company ABC Inc.  The woman waited two years to sue because she was trying to negotiate a settlement with the media companies, her lawyer, Perry Wander, said. Disney and ABC ""failed to provide a safe working environment for my client,"" he said. The legal action comes after the rap star sued a woman who claimed they tried to blackmail him to keep quiet about an alleged assault. The 32-year-old rapper has enjoyed six US top 10 albums since bursting onto the music scene with hit songs like What's My Name? and Gin and Juice in 1993. "
" Video game firm Bioware is to hold open auditions for people to become cast members for future games.  The company, which makes role playing games such as Knights of the Old Republic and Neverwinter Nights, is seeking people aged 18 to 99. The Canada-based company says it was looking for ""a wide variety of people to use as face models for characters"". Everyone chosen to appear in a video game will receive a performer's fee for the use of their image. The company is inviting people to come along to a shopping mall in West Edmonton, Alberta, on Friday and Saturday, bringing along a piece of photo identification.  ""There are hundreds and hundreds of characters in a typical Bioware game,"" said Shauna Perry, Bioware's audio and external resources producer. ""Those people live in any city and village and so we need ordinary people, people with interesting faces."" She added: ""Not everyone is a model in the world so we don't want just models in our games."" People chosen to appear in a game will have their head scanned in three dimensions. Hundreds of photos of the person's head are taken so that a model of the head can be generated in 3D. ""The 3D model will look exactly like the person - it's really quite incredible how detailed they are,"" said Ms Perry. She said chosen participants will have no control over how the image is used in a computer game. ""We cannot give people any control over how the images are used. ""But their face could be used in multiple games - so they could be the hero in one, the villain in another and just a merchant in a third."" "
" Holders Manchester United and Premiership leaders Chelsea both face difficult away ties against Premiership opposition in the FA Cup fifth round.  United were drawn against Everton, while Chelsea face a trip to Newcastle. Brentford and Hartlepool - the only sides left from outside the top two divisions - will replay for the right to travel to Southampton. Burnley's reward for a place in the last 16 was a home tie against Lancashire rivals Blackburn. The tie between Manchester United and Everton could see the return of teenage striker Wayne Rooney to his former club for the first time since his acrimonious £27m move.  Nottingham Forest boss Gary Megson could face a trip back to old club West Brom if they come through their fourth-round replay against Tottenham. Arsenal were handed a potential home tie against fellow Londoners West Ham, providing the Hammers come through their replay against Sheffield United. Charlton will play Leicester and Bolton await the winners of the Derby-Fulham replay.  : Bolton v Derby or Fulham  West Bromwich Albion or Tottenham v Nottingham Forest  Everton v Manchester United  Charlton Athletic v Leicester City  Burnley v Blackburn  Southampton v Brentford or Hartlepool  Newcastle v Chelsea  Arsenal v West Ham or Sheffield United  Ties to be played on 19/20 February. "
" Record numbers of schools across the UK are to take part in a mock general election backed by the government.  Some 600 schools have already signed up for the Y Vote Mock Elections 2005 run by the Hansard Society and aimed at boosting interest in politics. Pupils in the schools taking part will learn the skills of speech writers, canvassers and political candidates. Schools Minister Stephen Twigg said engaging young people's interest was ""essential"" to the future of democracy.  He added: said ""Young people who are engaged and motivated by the political process are essential to the future health of our democracy. ""The mock elections initiative provides an opportunity for pupils to develop their own understanding of how the democratic process works and why it matters. ""By experiencing the election process first hand - from running a campaign to the declaration of the final result - we hope that young people will develop the enthusiasm to take part in the future."" The Hansard Society, the Electoral Commission and the Department for Education and Skills are running the programme. Pupils will stand as party candidates, speech writers and canvassers. Michael Raftery, project manager at the Hansard Society, said: ""The Y Vote Mock Elections for schools mirror the excitement and buzz of a real election, raising awareness of citizenship, and the benefits of active democracy."" The mock votes will take place around 5 May, widely expected to be the date of the general election. Information packs, including ballot papers and manifesto guides, with elections happening in early May were sent out to the 3,000 schools invited to take part. "
" England prop Phil Vickery is staying positive despite a broken arm ruling him out of the RBS Six Nations.  The 28-year-old fractured the radius in his right forearm during Gloucester's 17-16 win over Bath on Saturday. He will undergo an operation on Monday and is expected to be out for at least six weeks. He said: ""This isn't an injury that will stop me from working hard on the fitness elements and being around the lads."" He added: ""I've got the operation this afternoon and I could be back doing fitness work after a week."" ""As frustrating as it is, I've got to be positive.""  After the game, Vickery spoke with Bath prop David Barnes, who also broke his arm recently. ""I had a chat with David Barnes and it looks like a similar injury to him,"" he said. ""He said he had the operation and he was back running after a week. ""There's no doubt that I'm going to get involved and be around this place as soon as I can after the operation."" Gloucester director of rugby Nigel Melville said: ""Phil has broken his radius, which is the large bone in his forearm. ""I don't really know how it happened, but Phil will definitely be out of action for at least six weeks. ""I feel very sorry for him, as he has been in great shape. He really needed 80 minutes of rugby this weekend, and then this happened. Mentally, it must be very hard for him."" "
" Lleyton Hewitt suffered a shock defeat to Taylor Dent in the quarter-finals of the Australian Hardcourt Championships in Adelaide on Friday.  The top seed was a strong favourite for the title but went down 7-6 (7-4) 6-3 to the American. Dent will face Juan Ignacio Chela next after the fourth seed was too strong for Jurgen Melzer. Olivier Rochus beat third seed Nicolas Kiefer 6-7 (4-7) 7-6 (8-6) 7-5 and will take on second seed Joachim Johansson. The Swede reached the last four by beating compatriot Thomas Enqvist 6-3 4-6 6-1. ""I felt like I was striking the ball much better,"" said Johansson.  ""I felt like I had a lot of break chances, I didn't take care of them all, but I broke him four times and he only broke me once. ""I felt that was the key to get up in the set early."" Hewitt played down his defeat and insisted he is focused solely on the Australian Open, which starts on 17 January. ""When you've been number one in the world for a couple of years and won a couple of slams, you look at the big picture and what motivates you,"" said Hewitt. ""That's the Grand Slams and Melbourne's as big for me as any of the four. Even if I don't win Sydney next week it's no big deal."" "
" Betty Boothroyd has said the House of Lords needs its own Speaker and that peers should lead the way on reforming the upper chamber.  Baroness Boothroyd, who was the first woman to be Commons Speaker, said she believed Tony Blair initiated reforms without a clear outcome in mind. ""Now we have to take care of it ourselves and make the best of it,"" she told the BBC's Breakfast with Frost. In 1999 Labour removed all but 92 of the Lords' 750 hereditary peers. That was billed as the first stage of reform of the institution. The lord chancellor hinted further reforms could be unveiled in the next Labour manifesto.  ""I think we need to look very carefully at the relationship between the Lords and the Commons,"" Lord Falconer told BBC1's Breakfast With Frost. ""How it interacts with the Commons is a very, very important issue. ""We need to address the issue in the manifesto, but you will have to wait for when the manifesto comes."" The lord chancellor currently has the role of House of Lords speaker. He is also head of the judiciary and a member of the Cabinet as constitutional affairs secretary.  Lady Boothroyd said she believed it was unacceptable for the lord chancellor to have the role of Speaker. ""I would really like to see a Speaker of the House of Lords,"" she said. ""I don't go for the idea of somebody - a lord chancellor - who is head of the judiciary, a senior Cabinet minister and Speaker of the Lords. ""I want somebody there who is going to look after that House and do a job there. "
" More than 1,000 people turned out on Sunday to pay tribute to late US TV presenter Johnny Carson in the Nebraska town where he grew up.  Carson, who hosted the Tonight Show for 30 years, died on 23 January from respiratory disease emphysema. He lived in Norfolk, Nebraska from the age of eight until he joined the Navy, but returned regularly and donated $5m (£2.7m) to local causes. Old school friends were among the crowd at the school's Johnny Carson Theater.  Carson, who was one of the best-loved TV personalities in the US, asked not to have a public memorial in Los Angeles, where he lived in later life. He began his showbusiness career in Norfolk, performing magic under the name The Great Carsoni from the age of 14. His donations included $600,000 to Norfolk High School in the 1980s to build a new performing arts centre. When Carson died, President Bush led the public tributes, saying the presenter ""had a profound influence on American life and entertainment"". "
